Occupations;Code;Pekerjaan
Radiologic Technician;SRI;Teknisi Radiologi
Radiologic Technologist;SCA;Teknikus Radiologis
Radiologic Technologist;SRA;Teknikus Radiologis
Radiologic Technologist;SRI;Teknikus Radiologis
"Radiologic Technologist, Chief";IAC;"Ahli Teknologi Radiologi, Ketua"
"Radiologic Technologist, Chief";IAE;"Ahli Teknologi Radiologi, Ketua"
"Radiologic Technologist, Chief";ICA;"Ahli Teknologi Radiologi, Ketua"
"Radiologic Technologist, Chief";IEA;"Ahli Teknologi Radiologi, Ketua"
"Radiologic Technologist, Chief";ISE;"Ahli Teknologi Radiologi, Ketua"
Radiologist;IAC;Radiolog
Radiologist;IAE;Radiolog
Radiologist;ICA;Radiolog
Radiologist;IEA;Radiolog
Radiologist;IRS;Radiolog
Radio Operator;RAI;Operator radio
Radio Operator;RCE;Operator radio
Radiopharmacist;IAC;Ahli radiologi
Radiopharmacist;IAE;Ahli radiologi
Radiopharmacist;ICA;Ahli radiologi
Radiopharmacist;IEA;Ahli radiologi
Radiopharmacist;IRC;Ahli radiologi
Radiopharmacist (IRC);CRI;#N/A
Radiopharmacist (IRC);CIR;#N/A
Railway Equipment Operator;ERA;Operator Peralatan Kereta Api
Range Manager;IAC;Manajer Cakupan Wilayah
Range Manager;IAE;Manajer Cakupan Wilayah
Range Manager;ICA;Manajer Cakupan Wilayah
Range Manager;IEA;Manajer Cakupan Wilayah
Range Manager;IRS;Manajer Cakupan Wilayah
"Rate Analyst, Freight";CAE;"Analis Tingkat, Kargo"
"Rate Analyst, Freight";CAI;"Analis Tingkat, Kargo"
"Rate Analyst, Freight";CAR;"Analis Tingkat, Kargo"
"Rate Analyst, Freight";CAS;"Analis Tingkat, Kargo"
"Rate Analyst, Freight";CEA;"Analis Tingkat, Kargo"
"Rate Analyst, Freight";CSA;"Analis Tingkat, Kargo"
"Rate Analyst, Freight";CSE;"Analis Tingkat, Kargo"
Real Estate Broker;ECS;Agensi perumahan
Receipt and Report Clerk;CAE;Petugas Penerimaan dan Pelaporan
Receipt and Report Clerk;CAI;Petugas Penerimaan dan Pelaporan
Receipt and Report Clerk;CAR;Petugas Penerimaan dan Pelaporan
Receipt and Report Clerk;CAS;Petugas Penerimaan dan Pelaporan
Receipt and Report Clerk;CEA;Petugas Penerimaan dan Pelaporan
Receipt and Report Clerk;CRI;Petugas Penerimaan dan Pelaporan
Receipt and Report Clerk;CSA;Petugas Penerimaan dan Pelaporan
Receptionist;CAE;Resepsionis
Receptionist;CAI;Resepsionis
Receptionist;CAR;Resepsionis
Receptionist;CAS;Resepsionis
Receptionist;CEA;Resepsionis
Receptionist;CSA;Resepsionis
Receptionist;CSE;Resepsionis
Recreation Aide;SCA;Pembantu Rekreasi
Recreation Aide;SCR;Pembantu Rekreasi
Recreation Aide;SRA;Pembantu Rekreasi
Recreational Therapist;SCA;Terapis Rekreasi
Recreational Therapist;SEC;Terapis Rekreasi
Recreational Therapist;SRA;Terapis Rekreasi
Recreation Leader;SCA;Pemimpin Rekreasi
Recreation Leader;SEI;Pemimpin Rekreasi
Recreation Leader;SRA;Pemimpin Rekreasi
Recreation Supervisor;ESA;Supervisor Rekreasi
Recruiter;SCA;Perekrut
Recruiter;SRA;Perekrut
Recruiter;SRE;Perekrut
Recycling and Reclamation Worker;RAI;Pekerja Daur Ulang dan Reklamasi
Recycling and Reclamation Worker;RCS;Pekerja Daur Ulang dan Reklamasi
Recycling Coordinator;ERC;Koordinator Daur Ulang
"Referral Clerk, Temporary Employment Agecy";CAE;#N/A
"Referral Clerk, Temporary Employment Agecy";CAI;#N/A
"Referral Clerk, Temporary Employment Agecy";CAR;#N/A
"Referral Clerk, Temporary Employment Agecy";CAS;#N/A
"Referral Clerk, Temporary Employment Agecy";CEA;#N/A
"Referral Clerk, Temporary Employment Agecy";CES;#N/A
"Referral Clerk, Temporary Employment Agecy";CSA;#N/A
"Refinery Operator, Grain";RAI;"Operator Pengilangan, Gandum"
"Refinery Operator, Grain";RES;"Operator Pengilangan, Gandum"
Refrigeration Mechanic;RAI;Ahli Mesin Pendingin
Refrigeration Mechanic;RES;Ahli Mesin Pendingin
Refuse ad Recyclable Material Collector;RAI;#N/A
Refuse ad Recyclable Material Collector;RCS;#N/A
"Registrar, College or University";ESC;"Panitera, Perguruan Tinggi atau Universitas"
"Registrar, Museum";CAE;"Panitera, Museum"
"Registrar, Museum";CAI;"Panitera, Museum"
"Registrar, Museum";CAR;"Panitera, Museum"
"Registrar, Museum";CAS;"Panitera, Museum"
"Registrar, Museum";CEA;"Panitera, Museum"
"Registrar, Museum";CER;"Panitera, Museum"
"Registrar, Museum";CSA;"Panitera, Museum"
Regulatory Affairs Specialists;CAE;Spesialis Urusan Regulasi
Regulatory Affairs Specialists;CAI;Spesialis Urusan Regulasi
Regulatory Affairs Specialists;CAR;Spesialis Urusan Regulasi
Regulatory Affairs Specialists;CAS;Spesialis Urusan Regulasi
Regulatory Affairs Specialists;CEA;Spesialis Urusan Regulasi
Regulatory Affairs Specialists;CEI;Spesialis Urusan Regulasi
Regulatory Affairs Specialists;CSA;Spesialis Urusan Regulasi
Regulatory Affairs Specialists (CEI);ICE;#N/A
Regulatory Affairs Specialists (CEI);CIE;#N/A
Reinforcing Iron and Rebar Worker;RAI;Memperkuat Pekerja Besi dan Rebar
Reinforcing Iron and Rebar Worker;RCI;Memperkuat Pekerja Besi dan Rebar
Reinforcing Iron and Rebar Worker (RCI);CRI;#N/A
Reinforcing Iron and Rebar Worker (RCI);CIR;#N/A
Remote Sensing Scientist/Technologist;IAC;Ilmuwan/Teknikus Remote Sensing
Remote Sensing Scientist/Technologist;IAE;Ilmuwan/Teknikus Remote Sensing
Remote Sensing Scientist/Technologist;ICA;Ilmuwan/Teknikus Remote Sensing
Remote Sensing Scientist/Technologist;IEA;Ilmuwan/Teknikus Remote Sensing
Remote Sensing Scientist/Technologist;IRC;Ilmuwan/Teknikus Remote Sensing
Remote Sensing Scientist/Technologist (IRC);CRI;#N/A
Remote Sensing Scientist/Technologist (IRC);CIR;#N/A
Remote Sensing Technician ;IAC;Teknisi Remote Sensing
Remote Sensing Technician ;IAE;Teknisi Remote Sensing
Remote Sensing Technician ;ICA;Teknisi Remote Sensing
Remote Sensing Technician ;IEA;Teknisi Remote Sensing
Remote Sensing Technician ;IRC;Teknisi Remote Sensing
Remote Sensing Technician  (IRC);CRI;#N/A
Remote Sensing Technician  (IRC);CIR;#N/A
"Repairer, Art Objects";RAI;"Perbaikan, Objek Seni"
"Repairer, Art Objects";RCE;"Perbaikan, Objek Seni"
"Repairer, Electronics and Computers ";RAI;"Reparasi, Elektronik dan Komputer"
"Repairer, Electronics and Computers ";RIS;"Reparasi, Elektronik dan Komputer"
"Repairer, Welding Equipment";RAI;"Reparasi, Peralatan Pengelasan"
"Repairer, Welding Equipment";REI;"Reparasi, Peralatan Pengelasan"
Reporter/News Correspondent;AIC;Reporter/Koresponden Berita
Reporter/News Correspondent;ARC;Reporter/Koresponden Berita
Reporter/News Correspondent;ASI;Reporter/Koresponden Berita
Reporter/News Correspondent (ASI);AIS;#N/A
Reporter/News Correspondent (ASI);IAS;#N/A
Research Contracts Supervisor;SCA;Supervisor Kontrak Penelitian
Research Contracts Supervisor;SEI;Supervisor Kontrak Penelitian
Research Contracts Supervisor;SRA;Supervisor Kontrak Penelitian
Research Director;SCA;Direktur Penelitian
Research Director;SEA;Direktur Penelitian
Research Director;SRA;Direktur Penelitian
Reservation Clerk;CAE;Petugas Reservasi
Reservation Clerk;CAI;Petugas Reservasi
Reservation Clerk;CAR;Petugas Reservasi
Reservation Clerk;CAS;Petugas Reservasi
Reservation Clerk;CEA;Petugas Reservasi
Reservation Clerk;CES;Petugas Reservasi
Reservation Clerk;CSA;Petugas Reservasi
"Reservations Agent, Air Transportation";CAE;"Agen Pemesanan, Transportasi Udara"
"Reservations Agent, Air Transportation";CAI;"Agen Pemesanan, Transportasi Udara"
"Reservations Agent, Air Transportation";CAR;"Agen Pemesanan, Transportasi Udara"
"Reservations Agent, Air Transportation";CAS;"Agen Pemesanan, Transportasi Udara"
"Reservations Agent, Air Transportation";CEA;"Agen Pemesanan, Transportasi Udara"
"Reservations Agent, Air Transportation";CES;"Agen Pemesanan, Transportasi Udara"
"Reservations Agent, Air Transportation";CSA;"Agen Pemesanan, Transportasi Udara"
Residential Advisor;SCA;Penasihat Perumahan
Residential Advisor;SEC;Penasihat Perumahan
Residential Advisor;SRA;Penasihat Perumahan
Respiratory Therapist;SCA;Terapis Pernapasan
Respiratory Therapist;SIR;Terapis Pernapasan
Respiratory Therapist;SRA;Terapis Pernapasan
Respiratory Therapy Aide;SCA;Pembantu Terapi Pernapasan
Respiratory Therapy Aide;SRA;Pembantu Terapi Pernapasan
Respiratory Therapy Aide;SRC;Pembantu Terapi Pernapasan
Respiratory Therapy Technician;SCA;Teknisi Terapi Pernafasan
Respiratory Therapy Technician;SRA;Teknisi Terapi Pernafasan
Respiratory Therapy Technician;SRI;Teknisi Terapi Pernafasan
"Restorer, Ceramic";AIC;"Pemulih, Keramik"
"Restorer, Ceramic";ARC;"Pemulih, Keramik"
"Restorer, Ceramic";ASI;"Pemulih, Keramik"
"Restorer, Ceramic (ASI)";AIS;#N/A
"Restorer, Ceramic (ASI)";IAS;#N/A
"Restorer, Painting";AIC;"Pemulih, Lukisan"
"Restorer, Painting";ARC;"Pemulih, Lukisan"
"Restorer, Painting";ASR;"Pemulih, Lukisan"
"Restorer, Painting (ASR)";ARS;#N/A
"Restorer, Paper and Prints";AIC;"Pemulih, Kertas dan Cetakan"
"Restorer, Paper and Prints";AIS;"Pemulih, Kertas dan Cetakan"
"Restorer, Paper and Prints";ARC;"Pemulih, Kertas dan Cetakan"
"Restorer, Paper and Prints (AIS)";IAS;#N/A
Revenue Agent;ERI;Agen Pendapatan
Rigger;RAI;Rigger
Rigger;RSC;Rigger
Risk Management Specialist;EIC;Spesialis Manajemen Risiko
Risk Management Specialist (EIC);ICE;#N/A
Risk Management Specialist (EIC);CIE;#N/A
Risk Management Specialist (EIC);CEI;#N/A
Road Supervisor;ERI;Road Supervisor
Robot Technician;IAC;Teknisi Robot
Robot Technician;IAE;Teknisi Robot
Robot Technician;ICA;Teknisi Robot
Robot Technician;IEA;Teknisi Robot
Robot Technician;IRS;Teknisi Robot
Roofer;RAI;Roofer
Roofer;REC;Roofer
"Roustabout, Oil and Gas";RAI;"Buruh Pelabuh, Minyak dan Gas"
"Roustabout, Oil and Gas";RCI;"Buruh Pelabuh, Minyak dan Gas"
"Roustabout, Oil and Gas (RCI)";CRI;#N/A
"Roustabout, Oil and Gas (RCI)";CIR;#N/A
Route Supervisor;SCA;Pengawas Rute
Route Supervisor;SER;Pengawas Rute
Route Supervisor;SRA;Pengawas Rute
Safety Inspector;RAI;Inspektur Keselamatan
Safety Inspector;RCS;Inspektur Keselamatan
"Safety Inspector, Truck";RAI;"Inspektur Keselamatan, Truk"
"Safety Inspector, Truck";REC;"Inspektur Keselamatan, Truk"
"Safety Manager, Medical Services";SCA;"Manajer Keselamatan, Layanan Medis"
"Safety Manager, Medical Services";SEC;"Manajer Keselamatan, Layanan Medis"
"Safety Manager, Medical Services";SRA;"Manajer Keselamatan, Layanan Medis"
"Sales Agent, Financial Services";ESC;"Agen Penjualan, Layanan Keuangan"
"Sales Agent, Insurance";ESC;"Agen Penjualan, Asuransi"
"Sales Agent, Real Estate";ESC;"Agen Penjualan, Real Estat"
Sales Clerk;ESR;Pramuniaga
Sales Correspondent;ERS;Koresponden Penjualan
"Salesperson, Apparel and Accessories";EAS;"Tenaga penjual, Pakaian dan Aksesori"
"Salesperson, Automobile";ESR;"Tenaga penjual, Otomotif"
"Salesperson, Books";ESC;"Tenaga penjual, Buku"
"Salesperson, Cosmetics and Toileteries";ESA;#N/A
"Salesperson, Flowers";AER;#N/A
"Salesperson, Flowers (AER)";ERA;#N/A
"Salesperson, General Merchandise";ESA;"Tenaga penjual, Barang Umum"
"Salesperson, Musical Instrumets and Accessories";ESA;#N/A
"Salesperson, Pianos and Organs";ESR;"Tenaga penjual, Piano dan Organ"
"Salesperson, Sporting Goods";ESA;"Tenaga penjual, Alat Olah Raga"
"Sales Representative, Advertising";ESR;"Perwakilan Penjualan, Periklanan"
"Sales Representative, Farm and Garden Equipment and Supplies";ESR;"Perwakilan Penjualan, Peralatan dan Suplai Kebun dan Taman"
"Sales Representative, Footware";ESA;#N/A
"Sales Representative, Graphic Art";AES;#N/A
"Sales Representative, Hobbies and Craft";ESR;"Perwakilan Penjualan, Hobi dan Kerajinan"
"Sales Representative, Household Appliances";ESA;"Perwakilan Penjualan, Peralatan Rumah Tangga"
"Sales Representative, Office Machines";ESR;"Perwakilan Penjualan, Mesin Kantor"
"Sales Representative, Security Systems";ERI;"Perwakilan Penjualan, Sistem Keamanan"
"Sales Representative, Technical and Scientific Products";ESR;"Perwakilan Penjualan, Produk Teknis dan Ilmiah"
"Sampler, Minerals and earths";ECR;"Sampler, Mineral dan Pembumian"
Sanitarian;IAC;Sanitarian
Sanitarian;IAE;Sanitarian
Sanitarian;ICA;Sanitarian
Sanitarian;IEA;Sanitarian
Sanitarian;ISR;Sanitarian
Sanitation Inspector;ERS;Inspektur Sanitasi
Sanitation Supervisor;ERI;Pengawas Sanitasi
Saritation Superintendent;ESI;#N/A
Satellite Communications Technician;RAI;Teknisi Komunikasi Satelit
Satellite Communications Technician;RCI;Teknisi Komunikasi Satelit
Satellite Communications Technician (RCI);CRI;#N/A
Satellite Communications Technician (RCI);CIR;#N/A
Scenic Arts Supervisor;AES;#N/A
Schedule Maker;ERI;Pembuat Jadwal
School Crossing Guard;ESC;Penjaga Persimpangan Sekolah
School/Guidance Counselor;SCA;Konselor Sekolah/Bimbingan
School/Guidance Counselor;SCE;Konselor Sekolah/Bimbingan
School/Guidance Counselor;SRA;Konselor Sekolah/Bimbingan
School Principal;SCA;Kepala Sekolah
School Principal;SEI;Kepala Sekolah
School Principal;SRA;Kepala Sekolah
Screen Writer;AEI;#N/A
Screen Writer (AEI);AIE;#N/A
Screen Writer (AEI);EAI;#N/A
Scuba Driver;RAI;#N/A
Scuba Driver;REI;#N/A
Sculptor;AER;#N/A
Sculptor (AER);ERA;#N/A
Search Marketing Strategist;EIS;Strategi Pencarian Pemasaran
Secretary;CAE;Sekretaris
Secretary;CAI;Sekretaris
Secretary;CAR;Sekretaris
Secretary;CAS;Sekretaris
Secretary;CEA;Sekretaris
Secretary;CSA;Sekretaris
Secretary;CSE;Sekretaris
Securities Clerk;CAE;Petugas Sekuritas
Securities Clerk;CAI;Petugas Sekuritas
Securities Clerk;CAR;Petugas Sekuritas
Securities Clerk;CAS;Petugas Sekuritas
Securities Clerk;CEA;Petugas Sekuritas
Securities Clerk;CSA;Petugas Sekuritas
Securities Clerk;CSE;Petugas Sekuritas
"Securities Trader, Financial";ECS;"Pedagang Sekuritas, Keuangan"
Security  and Fire Alarm  Systems Installer;RAI;Pemasang Sistem Keamanan dan Alarm Kebakaran
Security  and Fire Alarm  Systems Installer;RCS;Pemasang Sistem Keamanan dan Alarm Kebakaran
Security Consultant;ESC;Konsultan Keamanan
Security Guard;SCA;Petugas Keamanan
Security Guard;SEC;Petugas Keamanan
Security Guard;SRA;Petugas Keamanan
Security Manager;EIC;Manajer Keamanan
Security Manager (EIC);ICE;#N/A
Security Manager (EIC);CIE;#N/A
Security Manager (EIC);CEI;#N/A
Seismologist;IAC;Ahli seismologi
Seismologist;IAE;Ahli seismologi
Seismologist;ICA;Ahli seismologi
Seismologist;IEA;Ahli seismologi
Seismologist;IRE;Ahli seismologi
Seismologist (IRE);SEA;#N/A
Semiconductor Techician;ERC;#N/A
"Service Manager, Automobile Services";ESR;"Manajer Layanan, Layanan Otomotif"
"Service Unit Operator, Oil, Gas, and Mining";RAI;"Operator Unit Layanan, Minyak, Gas, dan Pertambangan"
"Service Unit Operator, Oil, Gas, and Mining";RCI;"Operator Unit Layanan, Minyak, Gas, dan Pertambangan"
"Service Unit Operator, Oil, Gas, and Mining (RCI)";CRI;#N/A
"Service Unit Operator, Oil, Gas, and Mining (RCI)";CIR;#N/A
"Set Decorator, Theater and Film";AES;#N/A
"Set Designer, Theater and Film";AIC;"Set Desainer, Teater dan Film"
"Set Designer, Theater and Film";AIE;"Set Desainer, Teater dan Film"
"Set Designer, Theater and Film";ARC;"Set Desainer, Teater dan Film"
"Set Designer, Theater and Film (AIE)";EAI;#N/A
Sewer System Supervisor;EIR;Pengawas Sistem Sewer
Sewing Machine Operator;CAE;Operator Mesin Jahit
Sewing Machine Operator;CAI;Operator Mesin Jahit
Sewing Machine Operator;CAR;Operator Mesin Jahit
Sewing Machine Operator;CAS;Operator Mesin Jahit
Sewing Machine Operator;CEA;Operator Mesin Jahit
Sewing Machine Operator;CSA;Operator Mesin Jahit
Sewing Machine Operator;CSR;Operator Mesin Jahit
Sewing Machine Operator;RAI;Operator Mesin Jahit
Sewing Machine Operator;RIC;Operator Mesin Jahit
Sewing Machine Operator (RIC);CRI;#N/A
Sewing Machine Operator (RIC);CIR;#N/A
Sheet Metal Worker;RAI;Pekerja Lembaran Logam
Sheet Metal Worker;REI;Pekerja Lembaran Logam
Sheriff/Deputy Sheriff;RAI;Sheriff /Deputi Sheriff
Sheriff/Deputy Sheriff;REC;Sheriff /Deputi Sheriff
Ship Captain;ERI;Kapten kapal
Shipfitter;RAI;Pengirim barang
Shipfitter;RIE;Pengirim barang
Ship Mate;ERS;#N/A
Ship Pilot;RAI;Pilot Kapal
Ship Pilot;REI;Pilot Kapal
Shipping and Receiving Clerk;RAI;Petugas Pengiriman dan Penerimaan
Shipping and Receiving Clerk;REI;Petugas Pengiriman dan Penerimaan
"Shipping and Receiving, Order Clerk";CAE;"Pengiriman dan Penerimaan, Pesanan Pegawai"
"Shipping and Receiving, Order Clerk";CAI;"Pengiriman dan Penerimaan, Pesanan Pegawai"
"Shipping and Receiving, Order Clerk";CAR;"Pengiriman dan Penerimaan, Pesanan Pegawai"
"Shipping and Receiving, Order Clerk";CAS;"Pengiriman dan Penerimaan, Pesanan Pegawai"
"Shipping and Receiving, Order Clerk";CEA;"Pengiriman dan Penerimaan, Pesanan Pegawai"
"Shipping and Receiving, Order Clerk";CES;"Pengiriman dan Penerimaan, Pesanan Pegawai"
"Shipping and Receiving, Order Clerk";CSA;"Pengiriman dan Penerimaan, Pesanan Pegawai"
Shoe Repairer;RAI;Reparasi Sepatu
Shoe Repairer;RSE;Reparasi Sepatu
Shopping Investigator;ESC;Investigator Belanja
Siger;AES;#N/A
Sign Shop Supervisor;AES;#N/A
Silversmith;RAI;Pandai perak
Silversmith;RSC;Pandai perak
Singing Messenger;ASC;#N/A
Singing Messenger (ASC);SAC;#N/A
Skincare Specialist;RAI;Spesialis Perawatan Kulit
Skincare Specialist;RSA;Spesialis Perawatan Kulit
Skincare Specialist (RSA);ARS;#N/A
"Slaes Agent, Securities and Commodities ";EAS;#N/A
Small Engine Mechanic;RAI;Montir Mesin Kecil
Small Engine Mechanic;REC;Montir Mesin Kecil
Social Director;ESC;Direktur Sosial
Social Science Research Assistant;CAE;Asisten Penelitian Ilmu Sosial
Social Science Research Assistant;CAI;Asisten Penelitian Ilmu Sosial
Social Science Research Assistant;CAR;Asisten Penelitian Ilmu Sosial
Social Science Research Assistant;CAS;Asisten Penelitian Ilmu Sosial
Social Science Research Assistant;CEA;Asisten Penelitian Ilmu Sosial
Social Science Research Assistant;CIS;Asisten Penelitian Ilmu Sosial
Social Science Research Assistant;CSA;Asisten Penelitian Ilmu Sosial
Social Science Research Assistant (CIS);ICS;#N/A
Social Science Research Assistant (CIS);SCI;#N/A
Social Science Research Assistant (CIS);CRI;#N/A
Social Services Aide;SCA;Pembantu Layanan Sosial
Social Services Aide;SCE;Pembantu Layanan Sosial
Social Services Aide;SRA;Pembantu Layanan Sosial
Social Wellace Administrator;ESA;#N/A
Social Worker;SCA;Pekerja sosial
Social Worker;SEC;Pekerja sosial
Social Worker;SRA;Pekerja sosial
Sociologist;IAC;Sosiolog
Sociologist;IAE;Sosiolog
Sociologist;ICA;Sosiolog
Sociologist;IEA;Sosiolog
Sociologist;IES;Sosiolog
Software Developer;IAC;Software Developer
Software Developer;IAE;Software Developer
Software Developer;ICA;Software Developer
Software Developer;IEA;Software Developer
Software Developer;IRC;Software Developer
Software Developer (IRC);CRI;#N/A
Software Developer (IRC);CIR;#N/A
Software Quality Assurance Engineer and Tester;IAC;Insinyur dan Penguji Jaminan Kualitas Perangkat Lunak
Software Quality Assurance Engineer and Tester;IAE;Insinyur dan Penguji Jaminan Kualitas Perangkat Lunak
Software Quality Assurance Engineer and Tester;ICA;Insinyur dan Penguji Jaminan Kualitas Perangkat Lunak
Software Quality Assurance Engineer and Tester;ICR;Insinyur dan Penguji Jaminan Kualitas Perangkat Lunak
Software Quality Assurance Engineer and Tester;IEA;Insinyur dan Penguji Jaminan Kualitas Perangkat Lunak
Software Quality Assurance Engineer and Tester (ICR);CRI;#N/A
Software Quality Assurance Engineer and Tester (ICR);CIR;#N/A
Soil and Plant Scientists ;IAC;Ilmuwan Tanah dan Tumbuhan
Soil and Plant Scientists ;IAE;Ilmuwan Tanah dan Tumbuhan
Soil and Plant Scientists ;ICA;Ilmuwan Tanah dan Tumbuhan
Soil and Plant Scientists ;IEA;Ilmuwan Tanah dan Tumbuhan
Soil and Plant Scientists ;IRS;Ilmuwan Tanah dan Tumbuhan
Soil Conservationist;IAC;Ahli Konservasi Tanah
Soil Conservationist;IAE;Ahli Konservasi Tanah
Soil Conservationist;ICA;Ahli Konservasi Tanah
Soil Conservationist;IEA;Ahli Konservasi Tanah
Soil Conservationist;IRE;Ahli Konservasi Tanah
Soil Conservationist (IRE);SEA;#N/A
Soil Conservation Technician;IAC;Teknisi Konservasi Tanah
Soil Conservation Technician;IAE;Teknisi Konservasi Tanah
Soil Conservation Technician;ICA;Teknisi Konservasi Tanah
Soil Conservation Technician;IEA;Teknisi Konservasi Tanah
Soil Conservation Technician;IRC;Teknisi Konservasi Tanah
Soil Conservation Technician (IRC);CRI;#N/A
Soil Conservation Technician (IRC);CIR;#N/A
Solar Fabrication Technician;RAI;Teknisi Fabrikasi Tenaga Surya
Solar Fabrication Technician;RCI;Teknisi Fabrikasi Tenaga Surya
Solar Fabrication Technician (RCI);CRI;#N/A
Solar Fabrication Technician (RCI);CIR;#N/A
Solar Photovoltaic Installer;RAI;Pemasang Fotovoltaik  Tenaga Surya
Solar Photovoltaic Installer;RCI;Pemasang Fotovoltaik  Tenaga Surya
Solar Photovoltaic Installer (RCI);CRI;#N/A
Solar Photovoltaic Installer (RCI);CIR;#N/A
Solar Sales Representative and Assessor;ESC;Perwakilan dan Penilai Penjualan Tenaga Surya
Solar Thermal Installer/Technician;RAI;Pemasang/Teknisi Termal Tenaga Surya
Solar Thermal Installer/Technician;RCI;Pemasang/Teknisi Termal Tenaga Surya
Solar Thermal Installer/Technician (RCI);CRI;#N/A
Solar Thermal Installer/Technician (RCI);CIR;#N/A
Solderer and Brazer;CAE;Solderer dan Brazer
Solderer and Brazer;CAI;Solderer dan Brazer
Solderer and Brazer;CAR;Solderer dan Brazer
Solderer and Brazer;CAS;Solderer dan Brazer
Solderer and Brazer;CEA;Solderer dan Brazer
Solderer and Brazer;CRS;Solderer dan Brazer
Solderer and Brazer;CSA;Solderer dan Brazer
Sollar Energy Systems Designer;RAI;#N/A
Sollar Energy Systems Designer;RIC;#N/A
Sollar Energy Systems Designer (RIC);CRI;#N/A
Sollar Energy Systems Designer (RIC);CIR;#N/A
Sound Effects Technician;RAE;Teknisi Efek Suara
Sound Effects Technician;RAI;Teknisi Efek Suara
Sound Effects Technician (RAE);ERA;#N/A
Sound Mixer;RAI;Sound Mixer
Sound Mixer;RCS;Sound Mixer
Sound Technician;RAI;Teknisi Suara
Sound Technician;RIE;Teknisi Suara
"Special Agent, Customs";SCA;"Agen Khusus, Bea Cukai"
"Special Agent, Customs";SRA;"Agen Khusus, Bea Cukai"
"Special Agent, Customs";SRI;"Agen Khusus, Bea Cukai"
"Special Agent, Governmental Services";ERI;"Agen Khusus, Layanan Pemerintah"
Special Education Supervisor;SCA;Pengawas Pendidikan Khusus
Special Education Supervisor;SEC;Pengawas Pendidikan Khusus
Special Education Supervisor;SRA;Pengawas Pendidikan Khusus
Speech-Language Pathologist;SAI;Speech-Language Pathologist
Speech-Language Pathologist;SCA;Speech-Language Pathologist
Speech-Language Pathologist;SRA;Speech-Language Pathologist
Speech-Language Pathologist (SAI);AIS;#N/A
Speech-Language Pathologist (SAI);IAS;#N/A
Speech-Language Pathology Assistant;SCA;Speech-Language Pathology Assistant
Speech-Language Pathology Assistant;SRA;Speech-Language Pathology Assistant
Speech-Language Pathology Assistant;SRC;Speech-Language Pathology Assistant
Stage Manager;ESC;Pembantu Sutradara
Stage Technician;AIC;Teknisi Panggung
Stage Technician;ARC;Teknisi Panggung
Stage Technician;ARS;Teknisi Panggung
Statement Clerk;CAE;Petugas Pernyataan
Statement Clerk;CAI;Petugas Pernyataan
Statement Clerk;CAR;Petugas Pernyataan
Statement Clerk;CAS;Petugas Pernyataan
Statement Clerk;CEA;Petugas Pernyataan
Statement Clerk;CSA;Petugas Pernyataan
Statement Clerk;CSE;Petugas Pernyataan
"Station Manager, Radio and TV";ESR;"Manajer Stasiun, Radio dan TV"
"Station Manager, Railroad";ESC;"Manajer Stasiun, Kereta Api"
Statistical Assistant;IAC;Asisten Statistik
Statistical Assistant;IAE;Asisten Statistik
Statistical Assistant;ICA;Asisten Statistik
Statistical Assistant;ICS;Asisten Statistik
Statistical Assistant;IEA;Asisten Statistik
Statistician;IAC;Ahli Statistik
Statistician;IAE;Ahli Statistik
Statistician;ICA;Ahli Statistik
Statistician;IEA;Ahli Statistik
Statistician;IRE;Ahli Statistik
Statistician (IRE);SEA;#N/A
Stockbroker;EAS;Makelar Saham
Stock Clerk;RAI;Pegawai Gudang
Stock Clerk;RCE;Pegawai Gudang
Stock Control Clerk;CAE;Petugas Kontrol Gudang
Stock Control Clerk;CAI;Petugas Kontrol Gudang
Stock Control Clerk;CAR;Petugas Kontrol Gudang
Stock Control Clerk;CAS;Petugas Kontrol Gudang
Stock Control Clerk;CEA;Petugas Kontrol Gudang
Stock Control Clerk;CRI;Petugas Kontrol Gudang
Stock Control Clerk;CSA;Petugas Kontrol Gudang
Stock Transfer Clerk;CAE;Petugas Transfer Gudang
Stock Transfer Clerk;CAI;Petugas Transfer Gudang
Stock Transfer Clerk;CAR;Petugas Transfer Gudang
Stock Transfer Clerk;CAS;Petugas Transfer Gudang
Stock Transfer Clerk;CEA;Petugas Transfer Gudang
Stock Transfer Clerk;CER;Petugas Transfer Gudang
Stock Transfer Clerk;CSA;Petugas Transfer Gudang
Stone Carver;AIC;Pemahat Batu
Stone Carver;ARC;Pemahat Batu
Stone Carver;ARE;Pemahat Batu
Stone Carver (ARE);ERA;#N/A
Stonemason;RAI;Tukang Batu
Stonemason;RCE;Tukang Batu
Stress Analyst;IAC;Analis Stres
Stress Analyst;IAE;Analis Stres
Stress Analyst;ICA;Analis Stres
Stress Analyst;IEA;Analis Stres
Stress Analyst;IRC;Analis Stres
Stress Analyst (IRC);CRI;#N/A
Stress Analyst (IRC);CIR;#N/A
Structural Metal Fabricator and Fitter;RAI;Pemasang dan Perakit Logam Struktural
Structural Metal Fabricator and Fitter;RIS;Pemasang dan Perakit Logam Struktural
Substance Abuse Counselor;SCA;Penasihat Penyalahgunaan Zat
Substance Abuse Counselor;SEA;Penasihat Penyalahgunaan Zat
Substance Abuse Counselor;SRA;Penasihat Penyalahgunaan Zat
"Substation Operator, Utilities";RAI;"Operator Cabang, Utilitas"
